Time,BG,CGM,CHO,insulin,LBGI,HBGI,Risk
2024-10-22 01:00:00,149.02,165.7939493687905,0.0,30.0,0.0,2.7552758979034984,2.7552758979034984
2024-10-22 01:03:00,149.0199386179095,161.5819662955606,0.0,30.0,0.0,2.7552678000262603,2.7552678000262603
2024-10-22 01:06:00,149.01569623844338,159.23630589768283,0.0,30.0,0.0,2.7547081418950796,2.7547081418950796
2024-10-22 01:09:00,148.97024156645534,157.43874311442428,0.0,30.0,0.0,2.7487143100323146,2.7487143100323146
2024-10-22 01:12:00,148.7555817859571,155.92113570657764,0.0,30.0,0.0,2.7204724533563773,2.7204724533563773
2024-10-22 01:15:00,148.10898910283208,154.2946122198833,0.0,30.0,0.0,2.6360459440714887,2.6360459440714887
2024-10-22 01:18:00,146.65403629523,152.0471039074235,0.0,30.0,0.0,2.4496621428945,2.4496621428945
2024-10-22 01:21:00,144.02256383790223,148.62964793154313,0.0,30.0,0.0,2.125649613953119,2.125649613953119
2024-10-22 01:24:00,140.0389496744802,143.62063831179475,0.0,30.0,0.0,1.6692373424614204,1.6692373424614204
2024-10-22 01:27:00,134.79836064531585,136.8838998325332,0.0,30.0,0.0,1.1372837885037805,1.1372837885037805
2024-10-22 01:30:00,128.5441720273877,128.6948441251652,0.0,30.0,0.0,0.6173135247924605,0.6173135247924605
2024-10-22 01:33:00,121.50608109055392,119.68768162335422,0.0,30.0,0.0,0.20542809977919255,0.20542809977919255
2024-10-22 01:36:00,113.83091758242261,110.50294042565001,0.0,30.0,0.0,0.0046794425875168,0.0046794425875168
2024-10-22 01:39:00,105.58905768853961,101.70270282665811,0.0,30.0,0.1401155406148562,0.0,0.1401155406148562
2024-10-22 01:42:00,96.94986425394029,93.7983000462422,0.0,30.0,0.7680946804329168,0.0,0.7680946804329168
2024-10-22 01:45:00,88.20830509448867,86.98622645737224,0.0,30.0,2.0486114964654427,0.0,2.0486114964654427
2024-10-22 01:48:00,79.59823791009141,80.78952344704088,0.0,30.0,4.134380531687466,0.0,4.134380531687466
2024-10-22 01:51:00,71.28579922337104,74.50836300661544,0.0,30.0,7.17425425443018,0.0,7.17425425443018
2024-10-22 01:54:00,63.38388659424041,67.38495199964089,0.0,30.0,11.317671716816442,0.0,11.317671716816442
2024-10-22 01:57:00,55.96412530975253,58.73190852103356,0.0,30.0,16.720013035327128,0.0,16.720013035327128
2024-10-22 02:00:00,49.066610409802536,48.52062654482052,0.0,30.0,23.549192324122874,0.0,23.549192324122874
2024-10-22 02:03:00,42.70774595959734,40.52025500856902,0.0,30.0,31.994114445855786,0.0,31.994114445855786
2024-10-22 02:06:00,36.88649006383233,39.0,0.0,30.0,42.27602702278279,0.0,42.27602702278279
2024-10-22 02:09:00,31.589282794243424,39.0,0.0,30.0,54.664463242036085,0.0,54.664463242036085
2024-10-22 02:12:00,26.80807705356648,39.0,0.0,30.0,69.45022965694508,0.0,69.45022965694508
2024-10-22 02:15:00,22.66328590918581,39.0,0.0,30.0,86.33670449124395,0.0,86.33670449124395
2024-10-22 02:18:00,19.158495650363363,39.0,0.0,30.0,104.97537497799398,0.0,104.97537497799398
2024-10-22 02:21:00,16.195707765281703,39.0,0.0,30.0,125.33233975707401,0.0,125.33233975707401
2024-10-22 02:24:00,13.69110366519989,39.0,0.0,30.0,147.37557622872896,0.0,147.37557622872896
2024-10-22 02:27:00,11.573826984768974,39.0,0.0,30.0,171.07048995781057,0.0,171.07048995781057
2024-10-22 02:30:00,9.783979023827712,39.0,0.0,30.0,196.37947791835796,0.0,196.37947791835796
2024-10-22 02:33:00,8.27092418650074,39.0,0.0,30.0,223.261376129939,0.0,223.261376129939
2024-10-22 02:36:00,6.991857477642061,39.0,0.0,30.0,251.67074876685865,0.0,251.67074876685865
2024-10-22 02:39:00,5.910593530460333,39.0,0.0,0.0,281.5569545953415,0.0,281.5569545953415
2024-10-22 02:42:00,4.996542906366139,39.0,0.0,0.0,312.86289177477636,0.0,312.86289177477636
2024-10-22 02:45:00,4.223846706163996,39.0,0.0,0.0,345.52326253996233,0.0,345.52326253996233
2024-10-22 02:48:00,3.570645010276783,39.0,0.0,0.0,379.4620924743126,0.0,379.4620924743126
2024-10-22 02:51:00,3.0184584518203996,39.0,0.0,0.0,414.5890358037228,0.0,414.5890358037228
2024-10-22 02:54:00,2.5516654271547803,39.0,0.0,0.0,450.79358218173235,0.0,450.79358218173235
2024-10-22 02:57:00,2.157060153738496,39.0,0.0,0.0,487.93534747061506,0.0,487.93534747061506
2024-10-22 03:00:00,1.8234790726598251,39.0,0.0,0.0,525.8262684307396,0.0,525.8262684307396
2024-10-22 03:03:00,1.5414850265837468,39.0,0.0,0.0,564.1934316352248,0.0,564.1934316352248
2024-10-22 03:06:00,1.3031002783683547,39.0,0.0,0.0,602.5836104226938,0.0,602.5836104226938
2024-10-22 03:09:00,1.1015808173284412,39.0,0.0,0.0,639.9914946445556,0.0,639.9914946445556
2024-10-22 03:12:00,0.9312255681699504,39.0,0.0,0.0,0.0,0.0,0.0
2024-10-22 03:15:00,0.7872151050310897,39.0,0.0,0.0,0.0,0.0,0.0
2024-10-22 03:18:00,0.6654753077784995,39.0,0.0,0.0,0.0,0.0,0.0
2024-10-22 03:21:00,0.5625621033343813,39.0,0.0,0.0,0.0,0.0,0.0
2024-10-22 03:24:00,0.4755640313154009,39.0,0.0,0.0,0.0,0.0,0.0
2024-10-22 03:27:00,0.4020198775219055,39.0,0.0,0.0,0.0,0.0,0.0
